"3"	"zagotovki"	"krasnyy-luk-marinovannyy-v-vinnom-uksuse-138901"	"Сушеный орегано"	"1 столовая ложка"
"3"	"zagotovki"	"varene-iz-baklazhanov-138419"	"Баклажаны"	"24 штуки"
"3"	"zagotovki"	"varene-iz-baklazhanov-138419"	"Сахар"	"2,4 кг"
"3"	"zagotovki"	"varene-iz-baklazhanov-138419"	"Сода"	"2 чайные ложки"
"3"	"zagotovki"	"varene-iz-baklazhanov-138419"	"Вода"	"14 стаканов"
"3"	"zagotovki"	"varene-iz-baklazhanov-138419"	"Ванилин"	"½ чайные ложки"
"3"	"zagotovki"	"fermentirovannoe-mango-138897"	"Зеленое манго"	"1 штука"
"3"	"zagotovki"	"fermentirovannoe-mango-138897"	"Зеленый базилик "	"2 веточки"
"3"	"zagotovki"	"fermentirovannoe-mango-138897"	"Свежие ягоды"	"2 столовые ложки"
"4"	"salaty"	"salat-iz-krasnoj-fasoli-s-tvorozhnim-sirom-krasnim-lukom-i-sezonnim-salatom-16922"	"Молотый черный перец"	"по вкусу"
"4"	"salaty"	"salat-iz-krasnoj-fasoli-s-tvorozhnim-sirom-krasnim-lukom-i-sezonnim-salatom-16922"	"Консервированная фасоль"	"400 г"
"4"	"salaty"	"salat-iz-krasnoj-fasoli-s-tvorozhnim-sirom-krasnim-lukom-i-sezonnim-salatom-16922"	"Соль"	"по вкусу"
"4"	"salaty"	"salat-iz-krasnoj-fasoli-s-tvorozhnim-sirom-krasnim-lukom-i-sezonnim-salatom-16922"	"Лимон"	"1 штука"
"4"	"salaty"	"salat-iz-krasnoj-fasoli-s-tvorozhnim-sirom-krasnim-lukom-i-sezonnim-salatom-16922"	"Чеснок"	"2 зубчика"
"4"	"salaty"	"salat-iz-krasnoj-fasoli-s-tvorozhnim-sirom-krasnim-lukom-i-sezonnim-salatom-16922"	"Оливковое масло"	"50 мл"
"4"	"salaty"	"salat-iz-krasnoj-fasoli-s-tvorozhnim-sirom-krasnim-lukom-i-sezonnim-salatom-16922"	"Рукола"	"100 г"
"4"	"salaty"	"salat-iz-krasnoj-fasoli-s-tvorozhnim-sirom-krasnim-lukom-i-sezonnim-salatom-16922"	"Творожный сыр"	"200 г"
"4"	"salaty"	"salat-iz-krasnoj-fasoli-s-tvorozhnim-sirom-krasnim-lukom-i-sezonnim-salatom-16922"	"Красный лук"	"50 г"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Помидоры"	"3 штуки"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Королевские креветки"	"300 г"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Зеленый салат"	"1 пучок"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Огурцы"	"2 штуки"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Соль"	"по вкусу"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Майонез"	"по вкусу"
